file,gt,candidate,mask_area,circularity,aspect_ratio,contrast,h_mean,s_mean,v_mean,is_gt
data_buah/apel/P_20260901_111039_1.png,Apel,Apel,80231,0.8990617671260307,1.0414012738853504,932.3162951978034,26.494634243621544,113.57096384190649,161.92744699679676,1
data_buah/apel/P_20260901_111054_1.png,Apel,Apel,80527,0.8912379864921409,1.088235294117647,787.3506863989114,25.177033789908975,116.12968321184199,144.67423348690502,1
data_buah/apel/P_20260901_111145_1.png,Apel,Apel,74337,0.8927324072068458,1.0779661016949154,838.5758440979,68.53993300778885,121.93755464977063,140.51945868141033,1
data_buah/jambu/39183b70d3260bcfd4fc977c79593715a4ee823522750a0c97c8ae51ab575622_1.png,Jambu,Jambu,114475,0.7653388694877206,1.2367688022284122,1371.219455566948,31.52635946713256,152.2425333042149,162.79052194802358,1
data_buah/jambu/file_000000007d888230ab4abf89acdee64e_1.png,Jambu,Jambu,108109,0.8891383206972459,1.0216216216216216,1166.2943671316611,32.335022986060366,148.96473004097717,165.22179467019396,1
data_buah/jeruk/IMG20260902151136_1.png,Jeruk,Jeruk,93110,0.899636878017788,1.0029154518950438,746.2302607346795,18.164353989904413,213.1548061432714,169.79843196219525,1
data_buah/jeruk/IMG20260902151206_1.png,Jeruk,Jeruk,85629,0.8902971400849826,1.0461538461538462,797.5724647398522,20.463149166754253,213.10262878230506,164.86720620350582,1
data_buah/jeruk/IMG20260902151300_1.png,Jeruk,Jeruk,78212,0.8870390991518454,1.1036789297658862,763.3847815036529,18.83521710223495,212.2723495115839,172.2841251981793,1
data_buah/jeruk/IMG20260902154416_1.png,Jeruk,Jeruk,94019,0.8871496465724772,1.0868263473053892,645.6557077385147,19.821823248492326,215.08422765611206,153.47845648220041,1
data_buah/jeruk/IMG20260902154535_1.png,Jeruk,Jeruk,79166,0.8942792271216058,1.0686274509803921,703.6610459476619,20.428454134350606,211.22167344567112,143.45797438294218,1
data_buah/mangga/b65d557a68180395b4b2efbcda555b2e5915292ea3817d04afcf8ef3d16f7ecf (1)_1.png,Mangga,Mangga,113555,0.8245639614005607,1.4746835443037976,1335.6001975680883,23.196433446347584,205.2355158293338,206.40516930121967,1
data_buah/mangga/file_00000000dc0082089cf08481bd007477_1.png,Mangga,Mangga,62871,0.8203152469872602,1.4556962025316456,1413.1659271759659,23.761750250512954,198.2961142657187,201.05538324505733,1
data_buah/pir/IMG20260902151458_1.png,Pir,Pir,107257,0.7868739789351887,1.1168478260869565,1627.4661618887949,20.18760547097159,102.45597956310544,193.15824608184082,1
data_buah/pir/IMG20260902154834_1.png,Pir,Pir,72813,0.8936721536083674,1.0824742268041236,1052.5002387886343,19.923090656888192,102.52529081345364,178.61284386029968,1
data_buah/pir/IMG20260902154846_1.png,Pir,Pir,77137,0.8903251555481515,1.042483660130719,1121.5854919793082,20.348898712680036,110.10824895964323,191.31944462449925,1
data_buah/pir/IMG20260902154939_1.png,Pir,Pir,66818,0.8942534812809022,1.053191489361702,1018.234328232435,20.606408452812115,110.46173186865815,179.75496123798976,1
data_buah/pisang/P_20260902_100355_1.png,Pisang,Pisang,30447,0.42922012343993143,1.8121827411167513,1107.2460739854885,23.38279633461425,131.3794790948205,139.8681643511676,1
data_buah/pisang/P_20260902_100431_1.png,Pisang,Pisang,26958,0.5318021420409427,2.5714285714285716,1480.0370070549748,23.679204688775133,144.65557533941688,156.77528006528675,1
data_buah/pisang/P_20260902_100456_1.png,Pisang,Pisang,25549,0.4779907714180561,3.0267857142857144,1767.2092656897366,23.138792124936398,141.37641394966536,155.74112489725624,1
data_buah/pisang/P_20260902_100523_1.png,Pisang,Pisang,26384,0.5070672325349478,2.50381679389313,1533.1909486106765,22.34585354760461,155.05162219526986,140.5548438447544,1
data_buah/pisang/P_20260902_100603_1.png,Pisang,Pisang,27024,0.4593513403698064,2.621212121212121,1562.483224293271,24.62314979277679,170.22435612788632,147.72198786264062,1
data_buah/terong/b75b61f4adf25caa917a4c4193843b023014646de7f4ecd40e5d925beec09f9f (1)_1.png,Terong,Terong,61080,0.5426237315593622,2.5416666666666665,1013.7801402477984,130.3042567125082,124.71134577603144,68.6673051735429,1
data_buah/terong/file_0000000010d08211a122bc2c713bd6a7_1.png,Terong,Terong,85701,0.554174591093915,2.6589861751152073,1336.8229645608099,130.2741274897609,122.5913466587321,70.03809757179029,1
data_buah/tomat/IMG_20260902_175455_1.png,Tomat,Tomat,113831,0.8937130630796362,1.0625,485.6979308805518,13.151891839657035,235.0874278535724,195.0069401129745,1
data_buah/tomat/IMG_20260902_175601_1.png,Tomat,Tomat,135919,0.888564094504691,1.0746268656716418,488.2301196708615,11.97220403328453,231.79679073565873,199.70768619545464,1
